avengers-age-of-ultron,0.999989
captain-america-civil-war,0.951235
captain-america-the-winter-soldier,0.827882
zodiac,0.644239
the-spirit,0.644239
chef,0.644239
jackie-brown,0.461324
formula-51,0.461324
coach-carter,0.457134
the-perfect-score,0.377697
a-scanner-darkly,0.26833
jumper,0.26833
28-weeks-later,0.26833
deep-blue-sea,0.26833
unbreakable,0.26833
sphere,0.26833
due-date,0.26833
sherlock-holmes,0.26833
snakes-on-a-plane,0.26833
lakeview-terrace,0.26833
the-soloist,0.26833
turbo,0.26833
xxx-state-of-the-union,0.26833
soul-men,0.26833
iron-man-3,0.26833
swat,0.26833
in-my-country,0.26833
kong-skull-island,0.26833
kiss-kiss-bang-bang,0.26833
the-long-kiss-goodnight,0.26833
iron-man,0.26833
gothika,0.26833
air-america,0.26833
spider-man-homecoming,0.26833
chaplin,0.26833
iron-man-2,0.26833
sherlock-holmes-a-game-of-shadows,0.26833
a-time-to-kill,0.26833
the-hateful-eight,0.26833
rules-of-engagement,0.26833
the-negotiator,0.26833
the-singing-detective,0.26833
home-for-the-holidays,0.26833
freedomland,0.26833
pulp-fiction,0.26833
1408,0.26833
the-man,0.26833
resurrecting-the-champ,0.26833
kingsman-the-secret-service,0.26833
twisted,0.26833
